sofifa_id,nationality_name,international_reputation,nation_jersey_number
205346,England,1,
205391,France,1,
205407,Italy,2,
205431,Germany,1,
205566,Spain,2,
206003,Switzerland,1,
206058,Italy,2,
206115,England,1,
206225,Russia,2,
206304,Serbia,1,
206306,France,2,
206516,England,1,
206654,Spain,2,
207554,Sweden,1,17.0
207557,Sweden,1,1.0
207715,Uruguay,1,
208001,Brazil,1,
208045,Morocco,1,
208053,Greece,1,6.0
208141,Brazil,1,
208224,Greece,1,20.0
208375,Germany,1,
208498,Israel,2,
208509,Belgium,1,
208621,Spain,1,
208787,France,2,
209039,Sweden,1,
209329,Brazil,1,
209744,Chile,2,
210047,Switzerland,2,
210384,Suriname,1,
210438,Algeria,2,
210602,Saudi Arabia,1,
210679,Portugal,1,
210719,Germany,2,
210896,France,2,
211108,China PR,1,
211368,Portugal,2,
212127,Serbia,1,
212204,Belgium,1,
212219,Ghana,2,
212228,England,1,
212232,Australia,1,9.0
212242,Germany,2,
212260,Korea Republic,2,
212269,Netherlands,2,
212300,England,1,
212678,Sweden,2,6.0
212692,Portugal,1,
212715,Argentina,1,
212883,Ghana,1,
212977,Germany,2,
213135,Belgium,2,
213388,France,2,
214491,Colombia,1,
214781,Argentina,1,
214988,Argentina,1,
215051,Argentina,3,
215064,Argentina,1,
215108,Argentina,1,
215119,Argentina,1,
215270,Argentina,2,
215399,Portugal,1,
215455,Croatia,1,
215689,Italy,2,
215699,Senegal,2,
215785,Senegal,2,
216065,Italy,2,
216350,North Macedonia,1,
216433,Netherlands,1,
216549,Norway,1,9.0
216939,Jamaica,2,
217699,Algeria,3,
219244,Switzerland,1,
220196,Wales,1,19.0
220477,Italy,2,
220570,Poland,1,5.0
220659,England,1,
220746,Serbia,1,
220831,France,1,
221714,Colombia,1,
221841,England,1,
222368,Russia,1,
222404,Norway,1,24.0
222461,Portugal,1,
222715,Brazil,2,
223113,Poland,2,23.0
223154,Turkey,1,
223329,Italy,2,
223627,Syria,2,
223690,Uruguay,1,
224116,Portugal,1,
224151,Mexico,1,15.0
224158,Morocco,1,
224396,Colombia,1,
224520,England,1,
224540,Ghana,1,
224739,Nigeria,1,
224869,Spain,1,
225783,England,1,
225859,France,2,
225863,France,1,
225951,Gabon,2,
226093,Scotland,1,10.0
226229,Germany,3,4.0
226268,Italy,2,
226377,Argentina,2,
226601,Brazil,1,
226853,Netherlands,2,
227222,France,1,
227234,France,2,
227236,Cameroon,1,
227772,Paraguay,1,
228092,Norway,1,6.0
228386,Senegal,1,
228579,Germany,2,
228635,Spain,2,
228708,Argentina,2,
228747,Morocco,1,
228789,Spain,1,13.0
228819,Argentina,1,
229469,Chile,1,
229517,Spain,1,
229862,Spain,1,
230020,France,1,
230065,Germany,2,
230189,Brazil,1,
230280,Brazil,1,
230317,Brazil,1,
230318,Brazil,1,
230328,Brazil,1,
230348,Brazil,1,
230373,Brazil,1,
230425,Brazil,1,
230453,Brazil,1,
230457,Brazil,1,
230463,Brazil,1,
230475,Brazil,1,
230613,Guinea,2,
230727,France,2,
231366,Austria,2,15.0
231390,Portugal,1,
231416,Belgium,2,
231936,England,1,
232381,Brazil,1,
232498,Spain,1,
232639,Japan,1,
233493,Mexico,1,6.0
233556,Italy,2,
233631,Senegal,1,
233848,Norway,1,15.0
233959,Colombia,1,
234078,Belgium,2,
234171,Hungary,2,20.0
234574,Portugal,2,
234711,Croatia,2,
234826,Spain,1,
235008,Argentina,1,
235149,Netherlands,1,
235183,Mexico,1,
235424,Mali,2,
235619,England,1,
235875,Spain,1,
235944,Spain,1,
236221,Serbia,1,
236264,Peru,1,
236276,Netherlands,1,
236679,Spain,1,
236920,Netherlands,1,
237043,Mexico,1,7.0
237135,Brazil,1,
237184,Albania,1,
237646,Colombia,1,
238033,Romania,1,1.0
238095,Serbia,2,
238227,Senegal,1,
239580,Brazil,1,
239890,Turkey,2,
239956,Netherlands,1,
240273,England,1,
240458,Spain,1,
240716,Uruguay,1,
240754,Algeria,2,
240915,Spain,1,
241187,Netherlands,1,
241497,France,1,
241707,France,1,
241907,Uruguay,2,
242118,Mexico,1,14.0
242348,Spain,1,
242374,Gambia,1,
242380,Canada,1,8.0
242578,France,2,
242663,Belgium,2,
242664,Belgium,1,
242816,Spain,1,
243007,Czech Republic,1,12.0
244261,Croatia,1,
244316,Portugal,1,
244373,Ukraine,1,
244374,Ukraine,1,10.0
244380,Ukraine,1,16.0
244393,Spain,1,
244749,Morocco,2,
244778,Portugal,1,
244915,Ghana,1,
244960,Portugal,1,
245388,France,1,
246618,Czech Republic,1,19.0
246708,Greece,1,7.0
246785,Spain,1,
246791,Israel,1,
247641,Brazil,1,
251221,Czech Republic,1,
251528,Nigeria,1,
251566,Brazil,1,
251804,United States,1,2.0
253004,Spain,2,
253072,Uruguay,1,
253124,Brazil,1,
253290,Uruguay,1,
257179,Portugal,1,
137242,Chile,1,
138703,Argentina,1,
142707,Argentina,2,
142902,Ukraine,2,12.0
146947,Spain,1,
149185,Italy,2,
152879,England,2,
152912,Argentina,1,
153048,Norway,1,
153275,France,2,
156412,Mexico,1,
157301,Netherlands,3,
157304,Belgium,3,18.0
158144,Spain,2,
158626,France,3,
161938,Argentina,1,
162328,Netherlands,1,
163301,Mexico,1,1.0
164878,Israel,2,
165536,Argentina,1,
169595,England,2,
169697,Republic of Ireland,1,23.0
171828,Argentina,2,
171875,Turkey,2,
171972,Scotland,1,
171975,Argentina,1,
172203,England,2,
173030,Argentina,1,
173546,England,2,
175895,Belgium,2,
175932,Belgium,1,
176376,Argentina,2,
176693,France,1,
176733,Sweden,1,
176944,Belgium,3,
177019,Switzerland,2,
177358,France,2,
178090,Suriname,1,
178091,Italy,2,
178253,Brazil,1,
178424,Portugal,2,
179752,Paraguay,1,
179847,Argentina,3,
180175,Brazil,3,
180819,England,2,
181271,Czech Republic,1,
183129,Republic of Ireland,2,24.0
183285,France,3,
183376,Serbia,2,
183427,England,2,
183580,Germany,2,
183714,Germany,1,
183895,Argentina,2,
184111,Belgium,2,17.0
184575,France,2,
184606,Portugal,1,
184873,Côte d'Ivoire,2,
184881,Algeria,3,
184999,Brazil,1,
185068,Scotland,1,
185174,Italy,2,
185195,Nigeria,2,
185422,Norway,1,7.0
185431,Croatia,3,
186347,Poland,2,13.0
186351,Netherlands,2,
186551,Mexico,1,
186569,Germany,2,
186684,Spain,1,
186905,England,1,
188038,Czech Republic,1,3.0
188268,Argentina,1,
188942,Kenya,2,
189165,England,2,
189177,Scotland,1,14.0
189218,Scotland,1,
189224,Brazil,1,
189296,Albania,2,
189324,England,1,
189433,Germany,2,
189456,Scotland,1,16.0
189485,Brazil,2,
189860,Spain,1,
189908,Poland,2,12.0
190059,Switzerland,2,
190113,Turkey,1,
190223,Spain,1,
190324,Belgium,1,
190456,England,2,
190544,Serbia,2,
190581,Mexico,1,
190734,Georgia,1,
190778,Netherlands,2,
191076,Iceland,1,7.0
191135,Côte d'Ivoire,1,
191164,Ecuador,1,
192086,Russia,2,
192129,Sweden,1,23.0
192270,Brazil,1,
192427,Brazil,2,
192667,Cameroon,2,
192722,France,2,
192955,Poland,1,14.0
193107,Brazil,1,
193133,Denmark,1,17.0
193152,Spain,1,
193158,Netherlands,2,
194201,Sweden,1,
194644,Spain,2,
194904,United States,2,
195038,Austria,2,11.0
195202,Scotland,1,
196069,Chile,1,
196889,Italy,2,
197756,Ghana,2,
197891,Spain,1,
198032,England,1,
198143,Spain,1,
198451,Spain,1,
198640,Morocco,1,
198653,Uruguay,1,
198683,Italy,2,
198861,Senegal,1,
198904,Scotland,1,5.0
199158,Spain,1,
199247,Spain,1,
199493,Spain,1,
199626,Portugal,2,
199792,Denmark,1,
199986,Spain,1,
200054,Equatorial Guinea,2,
200223,Netherlands,1,
200318,Germany,2,
200353,France,1,
200519,Spain,1,
200630,Scotland,1,
200759,Ghana,1,
201046,Italy,2,
201303,Denmark,1,
201860,Bosnia and Herzegovina,2,
201862,Argentina,3,
201931,Brazil,1,
201939,Italy,1,
201988,Argentina,2,
202089,Panama,1,
202445,Brazil,1,
202848,Italy,2,
202858,Colombia,1,
203038,Brazil,1,
203067,Colombia,1,
203106,Germany,2,
203362,Norway,1,11.0
203570,Northern Ireland,1,14.0
203736,Cameroon,2,
203775,Germany,2,
204451,Germany,1,
204472,France,2,
204539,Peru,1,
204688,Austria,1,
204713,Costa Rica,1,
204936,Republic of Ireland,1,5.0
204977,Paraguay,1,
205114,Japan,1,
205257,Tunisia,1,
205343,Côte d'Ivoire,1,
205402,Netherlands,2,
205531,Italy,2,
205850,Italy,2,
205855,Croatia,1,
205895,Finland,1,
205953,Brazil,1,
205965,North Macedonia,1,
205989,England,2,
206114,Sweden,1,20.0
206594,England,1,
207441,Argentina,2,
207471,Argentina,2,
207616,England,1,
207683,Greece,1,13.0
207707,Brazil,2,
207790,Turkey,1,
207807,Scotland,1,20.0
207935,Argentina,1,
207939,Argentina,1,
207993,Bosnia and Herzegovina,2,
208520,Japan,2,
208615,France,2,
208919,Scotland,1,
209289,Portugal,1,
209430,France,2,
209781,France,2,
209782,Sweden,1,
210136,Poland,1,4.0
210281,Argentina,1,
210603,Saudi Arabia,1,
210619,Spain,1,
210635,England,1,
210648,Egypt,2,
210761,Mexico,2,
211093,Scotland,1,8.0
211101,Spain,1,
211119,Portugal,1,
211267,Argentina,1,
211348,North Macedonia,1,
211382,France,2,
211506,England,1,
211706,Spain,1,
211738,Netherlands,1,
211862,Germany,2,
211899,Germany,2,
212212,Germany,2,
212253,Denmark,1,
212287,Denmark,1,
212432,Korea Republic,1,
212541,Argentina,1,
212811,Gabon,2,
213242,France,1,
213367,France,1,
213404,Poland,1,
213629,Chile,1,
213654,Finland,1,6.0
213666,England,1,
213689,England,1,
213814,Italy,1,
213899,Colombia,1,
213917,Portugal,1,
213928,Ukraine,1,2.0
213991,Colombia,1,
214076,Uruguay,1,
214132,Colombia,3,
214169,Colombia,1,
214572,Colombia,1,
214601,Colombia,1,
214639,Spain,1,
214763,Argentina,1,
215061,Argentina,2,
215103,Chile,1,
215135,Argentina,1,
215147,Argentina,1,
215202,Argentina,1,
215228,Argentina,1,
215251,Argentina,1,
215443,Denmark,1,
215449,Denmark,1,
215466,Serbia,2,
215716,Serbia,1,
215798,Côte d'Ivoire,2,
216158,Switzerland,2,
216266,Netherlands,1,
216283,Brazil,1,
216380,Netherlands,2,
216447,Spain,1,
216452,Portugal,1,
216466,Brazil,2,
216700,Argentina,1,
216774,Netherlands,2,
216814,Turkey,1,
216816,Argentina,2,
216820,Nigeria,2,
217097,Venezuela,1,
217235,Mozambique,1,
218868,Uruguay,1,
219087,Chile,1,
219466,Norway,2,5.0
219576,Argentina,1,
219686,Brazil,1,
219732,France,1,
219797,Colombia,1,
219835,Paraguay,1,
220295,Ecuador,2,
220604,Spain,1,
220633,England,2,
220710,Wales,1,8.0
220876,France,2,
220905,Côte d'Ivoire,1,
220948,Ukraine,1,5.0
221014,Spain,1,
221016,Montenegro,1,
221053,Argentina,1,
221125,Argentina,1,
221269,Netherlands,1,
221284,France,1,
221342,Spain,1,
221422,Iceland,1,5.0
221430,Montenegro,1,
221445,China PR,1,7.0
221634,Argentina,1,
221639,Dominican Republic,1,
221671,Korea Republic,2,
221919,Kosovo,1,
222123,United States,1,
222148,Slovakia,2,
222429,Paraguay,1,
222511,Argentina,1,
222994,Zimbabwe,1,
223058,Russia,1,23.0
223061,Argentina,2,
223197,Turkey,1,
223570,France,1,
223671,Austria,2,5.0
223710,Kosovo,1,
223885,Germany,1,
223922,Greece,1,5.0
224030,France,1,
224065,Argentina,1,
224218,Guinea,1,
224258,Norway,1,3.0
224294,England,1,
224425,Germany,2,
224444,Algeria,1,
224510,Argentina,1,
224796,Argentina,1,
225028,Serbia,1,
225147,Wales,1,14.0
225161,Spain,1,
225293,Senegal,2,
225363,Portugal,1,
225403,Turkey,1,
225439,Italy,2,
225475,Brazil,1,
225653,Netherlands,1,
225699,Morocco,1,
225733,Brazil,1,
225748,England,1,
225782,England,2,
226045,Mexico,1,23.0
226078,Egypt,3,
226168,Germany,2,
226376,Paraguay,2,
226379,Argentina,1,
226380,Korea Republic,1,
226515,Brazil,1,
226537,Netherlands,1,
226627,Japan,1,
226777,Canada,1,9.0
226807,United States,1,
227527,Angola,1,
227591,Argentina,1,
228236,Côte d'Ivoire,1,
228279,Netherlands,1,23.0
228509,France,2,
228675,Russia,1,3.0
228732,Cameroon,1,
229034,Mexico,1,
229153,Trinidad and Tobago,1,
229453,Portugal,1,
229476,Germany,1,
229593,Croatia,2,
229628,Spain,1,
229659,Belgium,1,
229749,Argentina,1,
229758,Bosnia and Herzegovina,1,
229764,Spain,1,
229980,Mexico,1,3.0
230005,England,1,
230165,Brazil,1,
230186,Brazil,1,
230195,Brazil,1,
230202,Brazil,1,
230213,Brazil,1,
230219,Brazil,1,
230224,Brazil,1,
230244,Brazil,1,
230250,Brazil,1,
230252,Brazil,1,
230295,Brazil,1,
230323,Brazil,1,
230336,Brazil,1,
230341,Brazil,1,
230354,Brazil,1,
230355,Brazil,1,
230388,Brazil,1,
230401,Brazil,1,
230423,Brazil,1,
230427,Brazil,1,
230502,Brazil,1,
230524,Brazil,1,
230528,Brazil,1,
230625,Brazil,1,
230967,Uruguay,1,
230975,Colombia,1,
231150,Cape Verde Islands,1,
231227,Germany,1,
231280,Spain,1,
231355,Brazil,1,
231591,Spain,1,
231612,France,1,
231627,Nigeria,1,
231786,Slovenia,1,
231826,France,1,
231836,Sweden,1,13.0
232097,Morocco,2,
232099,Serbia,1,
232132,Spain,1,
232241,Croatia,1,
232670,Argentina,1,
232938,Japan,1,
233029,Argentina,1,
233267,United States,1,22.0
233301,Denmark,1,
233500,Colombia,1,
233866,France,1,
234045,Nigeria,2,
234102,Romania,1,
234111,Scotland,1,18.0
234178,Peru,1,
234789,Cameroon,1,
234824,Congo DR,1,
234913,Switzerland,1,
235134,Netherlands,1,
235172,Portugal,1,
235389,Mexico,1,8.0
235467,Argentina,1,
235565,Tunisia,1,
235634,Côte d'Ivoire,1,
235883,England,1,
235997,Spain,1,
236073,Brazil,1,
236245,Honduras,1,
236298,Colombia,1,
236461,France,1,
236699,Serbia,1,
236804,Argentina,1,
236817,Côte d'Ivoire,1,
236898,Switzerland,1,
236899,Russia,1,9.0
237034,Colombia,1,
237221,Argentina,1,28.0
237321,Germany,1,
237329,England,1,
237556,Congo DR,1,
237626,Cameroon,1,
237681,Japan,1,
237819,Argentina,1,
237841,Panama,1,
237960,Guinea Bissau,1,
238305,Spain,1,
238370,Croatia,1,
238581,Switzerland,2,
238858,Brazil,1,
239335,Spain,1,
239529,Nigeria,1,
239592,Mexico,1,
239795,Ghana,1,
239837,Argentina,1,
240060,England,1,
240115,Brazil,1,
240289,Spain,1,
240654,Spain,1,
241026,Argentina,1,
241042,England,1,
241470,Spain,1,
241673,Croatia,1,
241686,Spain,1,
241827,Spain,1,
242236,Portugal,1,
242267,Colombia,1,
242392,Italy,1,
242577,France,2,
242619,Mali,1,
242794,France,1,
243231,Zambia,1,
243245,Turkey,1,
243414,England,1,
243627,France,1,
243631,France,1,
243656,Serbia,1,
243715,France,2,
243854,France,1,
244206,Argentina,1,
244385,Ukraine,1,1.0
245235,Denmark,1,
245426,Albania,1,
245940,Congo DR,1,
246098,Brazil,1,
246113,Spain,1,
246191,Argentina,1,
246836,Germany,1,
246960,Netherlands,1,
247028,Czech Republic,1,21.0
247103,Slovakia,1,
247328,Spain,1,
247495,Spain,1,
251182,Brazil,1,
251470,Belgium,1,
251517,Croatia,1,
251805,Netherlands,1,2.0
252000,Croatia,1,
252084,Brazil,1,
252143,Portugal,1,
252931,Croatia,1,
253157,Algeria,1,
253170,Hungary,1,4.0
253272,Uruguay,1,
254487,Brazil,1,
254909,Liberia,1,
255472,Brazil,1,
256769,France,1,
256790,Germany,1,14.0
257536,Czech Republic,1,
259694,Spain,1,
261204,Albania,1,
262621,Georgia,1,
132740,Denmark,1,
137506,North Macedonia,3,
150724,England,2,
161663,Uruguay,1,
162280,Poland,2,
162329,Morocco,2,
164468,England,3,
165560,Argentina,1,
167933,France,2,
169324,Austria,1,2.0
169792,England,2,
170084,Wales,2,1.0
172143,Denmark,2,
178031,France,2,
178160,France,2,
178322,Mexico,1,
178567,Netherlands,2,
178625,Spain,1,
179527,France,2,
179783,Germany,2,
180281,Brazil,1,
181481,Australia,1,18.0
182168,Italy,2,
182941,Paraguay,1,
183125,England,2,
183141,Spain,1,
183332,Germany,1,
183520,Spain,1,
184037,England,2,
184252,Argentina,2,
184274,England,1,
186143,Northern Ireland,1,
186302,Mexico,1,
186392,England,1,
186395,Scotland,1,
186519,Spain,1,
186521,Colombia,1,
186589,Serbia,2,
186648,Hungary,1,
187132,Peru,2,
187421,Mexico,1,
188182,Nigeria,1,
188253,Republic of Ireland,2,
188388,Algeria,2,
188414,Chile,1,
188770,Switzerland,2,
188938,Argentina,1,
189084,Curacao,1,
189127,Turkey,1,
189172,Spain,1,
189225,Uruguay,1,
189358,Japan,3,
189484,Italy,2,
189725,England,2,
189946,France,1,
190156,Spain,1,
190416,France,1,
190459,Norway,1,12.0
190569,United States,2,
190653,Mexico,1,
190854,Slovakia,2,
190982,Spain,1,
191783,Kosovo,2,
192073,Italy,2,
192087,Russia,1,
192371,Argentina,2,
192546,Republic of Ireland,1,3.0
192557,Germany,2,
192991,Turkey,2,
193091,Netherlands,1,
193247,Austria,1,
193338,Italy,2,
193440,Netherlands,1,
193470,France,2,
193532,Chile,3,
193738,Morocco,2,
193847,Spain,2,
193849,Republic of Ireland,1,6.0
194728,Algeria,2,
194911,Spain,2,
194957,England,2,
195088,Serbia,1,
195361,Spain,1,
196942,Spain,1,
197136,Iran,1,
197900,Switzerland,2,
198023,Spain,1,
198077,Germany,2,
198331,Czech Republic,1,20.0
198352,Germany,2,
198513,Portugal,1,
198949,France,2,
199060,Greece,2,3.0
199339,Germany,1,
199386,Netherlands,1,
199667,Argentina,2,
199692,Mexico,1,
199833,Germany,1,
199909,Austria,1,12.0
200438,Brazil,1,
200446,Brazil,1,
200478,Republic of Ireland,2,13.0
200641,Ukraine,2,
200826,Argentina,1,
200875,Argentina,1,
201269,Denmark,1,22.0
201343,Bosnia and Herzegovina,1,
201953,Argentina,1,
202061,Slovenia,2,
202078,United States,1,
202697,England,1,
203502,Jamaica,1,
203505,England,1,
203581,Albania,1,
203604,Czech Republic,1,
203864,Argentina,1,
203872,Argentina,1,
204320,France,1,
204355,Wales,1,
204612,Norway,1,
204738,Ecuador,1,
204757,Spain,1,
204850,Norway,1,
205193,Netherlands,1,
205360,Jamaica,1,
205362,Serbia,2,
205364,Czech Republic,1,
205427,Cape Verde Islands,1,
205495,Honduras,1,
205633,Argentina,2,
205897,England,1,
205970,England,1,
205990,England,1,
206098,Spain,1,
206104,Germany,1,
206198,Germany,2,
206254,Bosnia and Herzegovina,2,
206414,Ukraine,1,4.0
207454,Argentina,1,
207555,Sweden,1,14.0
207562,Sweden,1,
207624,Nigeria,1,
207894,Germany,2,
207920,Germany,2,
207998,Wales,1,12.0
208137,Spain,1,
208451,Sweden,2,22.0
208535,Ghana,2,
208620,Spain,2,
208622,Spain,1,
209523,Paraguay,1,
209620,Ghana,1,
210007,Brazil,1,
210423,Slovakia,1,
210475,Austria,1,
210722,Cape Verde Islands,1,
210964,Italy,1,
210972,Spain,2,
211005,Korea Republic,1,
211061,Romania,2,
211098,England,1,
211099,Senegal,1,
211269,Argentina,1,
211381,Morocco,2,
211408,Poland,2,8.0
211567,Brazil,1,
211856,Nigeria,2,
211999,Germany,2,
212118,England,1,
212406,Brazil,1,
212591,United States,1,3.0
212755,Netherlands,2,
212911,Portugal,2,
213446,Mexico,1,
213884,Scotland,1,11.0
214026,Colombia,1,
214350,Colombia,1,
214436,Chile,1,
214665,Argentina,1,
214971,Argentina,1,
215048,Argentina,1,
215107,Paraguay,1,
215123,Argentina,1,
215148,Argentina,1,
215157,Argentina,1,
215322,Argentina,1,
215363,Italy,1,
215522,Austria,1,1.0
215531,Turkey,1,
215886,Croatia,1,
216033,Argentina,1,
216036,Argentina,1,
216054,Argentina,1,
216199,Germany,1,
216385,Paraguay,1,
216451,Côte d'Ivoire,2,
216627,Wales,1,13.0
216742,Slovenia,1,
217648,Japan,2,
218066,Tanzania,1,
218154,Zimbabwe,1,
218534,Armenia,1,
218540,Cameroon,1,
219409,Russia,1,4.0
219496,Nigeria,1,
219536,Argentina,1,
219585,Slovakia,1,
219814,Suriname,1,
219932,Paraguay,1,
220131,Senegal,1,
220148,Argentina,1,
220714,Denmark,1,
220715,Argentina,1,
220735,Brazil,1,
220763,New Zealand,1,14.0
220901,Spain,1,
221001,Norway,1,
221201,Germany,1,
221306,Colombia,1,
221310,Colombia,1,
221540,Brazil,1,
221743,Portugal,2,
222041,Argentina,1,
222104,England,1,
222514,England,1,
222875,Belgium,1,
223243,Argentina,1,
223248,Argentina,1,
223334,Brazil,1,
223596,Bosnia and Herzegovina,1,
223608,Spain,1,
224251,Germany,1,
224263,England,1,
224348,Argentina,1,
224494,England,1,
224656,Nigeria,1,
224883,Benin,2,
224933,Italy,2,
224987,Italy,1,
225252,Colombia,1,
225410,Morocco,1,
225474,Brazil,1,
225523,Spain,1,
225562,Spain,1,
225646,Uruguay,1,
225647,Uruguay,2,
225696,Brazil,1,
225701,Peru,1,
225706,Peru,1,
225844,Italy,1,
225878,Paraguay,1,
225926,Spain,1,
226035,United States,2,
226085,Brazil,1,
226382,Argentina,1,
226385,Argentina,1,
226536,Gambia,1,
226568,Romania,1,10.0
226592,Czech Republic,2,14.0
226710,Italy,2,
226721,Mexico,1,
226765,Argentina,1,
227153,Colombia,1,
227232,France,1,
227274,Argentina,1,
227394,Paraguay,1,
227647,Germany,1,
227785,Argentina,1,
227873,France,1,
228729,Paraguay,1,
229359,Spain,1,
229723,Denmark,1,24.0
229788,Spain,1,
229804,Romania,1,
230021,Ghana,1,
230084,Germany,1,
230173,Brazil,1,
230191,Brazil,1,
230198,Brazil,1,
230199,Brazil,1,
230217,Brazil,1,
230227,Brazil,1,
230229,Brazil,1,
230230,Brazil,1,
230237,Brazil,1,
230239,Brazil,1,
230240,Brazil,1,
230245,Brazil,1,
230255,Brazil,1,
230274,Brazil,1,
230293,Brazil,1,
230320,Brazil,1,
230324,Brazil,1,
230326,Brazil,1,
230327,Brazil,1,
230339,Brazil,1,
230353,Brazil,1,
230361,Brazil,1,
230370,Brazil,1,
230381,Brazil,1,
230392,Brazil,1,
230417,Brazil,1,
230437,Brazil,1,
230449,Brazil,1,
230465,Brazil,1,
230468,Brazil,1,
230497,Brazil,1,
230507,Brazil,1,
230529,Brazil,1,
230829,Mexico,1,
230972,Côte d'Ivoire,1,
230978,Nigeria,1,
231012,Uruguay,1,
231077,Czech Republic,1,
231108,Switzerland,1,
231113,Russia,1,
231207,Colombia,1,
231236,France,1,
231242,Algeria,1,
231247,Argentina,1,
231361,France,1,
231436,England,1,
231485,England,1,
231524,Argentina,1,
231545,Portugal,1,
231640,Spain,1,
231745,Belgium,1,
231777,Turkey,1,
231835,France,1,
231838,Austria,1,
232223,Greece,1,21.0
232244,Argentina,1,
232294,Japan,1,
232709,Argentina,1,
233061,Portugal,1,
233113,Spain,1,
233152,Japan,1,
233265,France,1,
233290,Russia,1,26.0
233791,Russia,1,
233934,England,1,23.0
233965,Belgium,1,
234458,Argentina,1,
234505,Brazil,1,
234569,Portugal,1,
234573,Portugal,1,
234686,Switzerland,1,
234725,Côte d'Ivoire,1,
234774,Cyprus,1,
234827,Denmark,1,
234930,Portugal,1,
235026,England,1,
235029,Russia,1,
235042,France,1,
235047,Argentina,1,
235454,France,1,
235813,Romania,1,18.0
235866,Côte d'Ivoire,1,
235899,Netherlands,1,
235970,Spain,1,
235996,Cameroon,1,
236007,Argentina,1,
236108,Brazil,1,
236295,Spain,1,
236311,Croatia,2,
236457,Greece,1,18.0
236466,France,1,
236498,Netherlands,1,
236527,Argentina,1,
236600,England,1,
236636,France,1,
236988,England,1,
237086,Korea Republic,1,
237183,Paraguay,1,
237207,Nigeria,1,
237297,Venezuela,1,
237539,South Africa,1,
237560,Mali,1,
237604,Argentina,1,
237629,Germany,1,
237679,France,1,
237995,Mexico,1,
237997,Mexico,1,21.0
238050,Nigeria,1,
238068,Germany,1,
238216,England,1,
238621,Brazil,1,
238717,Jamaica,1,
238900,Bosnia and Herzegovina,1,
239015,Nigeria,1,
239048,Turkey,1,
239250,Spain,1,
239360,Netherlands,1,
239368,Netherlands,1,
239842,Greece,1,
239872,Brazil,1,
239978,Romania,1,20.0
240033,Czech Republic,1,
240037,Serbia,1,
240223,Serbia,1,
240359,Paraguay,1,
240938,Brazil,1,
240976,Uruguay,1,
241103,Belgium,1,
241130,Cameroon,1,
241496,United States,2,21.0
241509,Brazil,1,
241569,Paraguay,1,
241769,Nigeria,1,
241854,Netherlands,1,
241867,Spain,1,
241990,Colombia,1,
242418,England,1,
242835,Argentina,1,
