sofifa_id,preferred_foot,body_type,age,height_cm,weight_kg
204614,Left,Lean (170-),30,170,67
205192,Right,Lean (170-185),27,178,66
205409,Right,Normal (170-185),34,179,79
205966,Right,Stocky (170-),27,168,70
206534,Left,Lean (185+),27,185,71
206590,Right,Normal (170-185),27,176,73
206651,Right,Normal (170-185),32,178,72
207566,Right,Normal (185+),29,187,79
208268,Right,Normal (185+),26,186,80
208295,Left,Lean (185+),31,188,84
208334,Left,Normal (185+),31,185,75
208364,Right,Normal (170-185),28,180,73
208920,Left,Normal (170-185),26,180,75
209288,Right,Normal (170-),29,170,67
209973,Right,Normal (185+),28,188,88
210372,Left,Lean (170-185),29,182,70
210537,Left,Normal (170-),29,170,65
210665,Left,Normal (185+),29,188,87
210736,Left,Normal (170-185),26,176,79
210881,Left,Normal (170-185),26,178,68
210930,Left,Normal (170-),28,170,66
211591,Right,Normal (170-185),24,183,79
212207,Right,Normal (170-),28,170,63
212213,Right,Normal (170-185),28,173,65
212419,Left,Normal (185+),28,196,77
213160,Right,Lean (170-185),27,182,78
213331,Right,Stocky (185+),25,195,98
213577,Right,Normal (170-185),29,183,77
213874,Right,Normal (170-185),29,177,75
213951,Right,Normal (185+),30,196,92
213956,Right,Unique,25,178,72
214040,Left,Stocky (170-185),30,174,86
214092,Left,Normal (170-185),25,182,67
214097,Right,Lean (170-185),27,178,68
214766,Right,Normal (185+),32,185,88
215353,Right,Normal (170-185),28,184,78
215590,Right,Lean (170-185),27,178,72
216194,Right,Normal (170-185),31,180,81
216320,Right,Normal (185+),26,185,74
216643,Right,Lean (170-185),26,178,65
217036,Left,Lean (170-185),28,179,68
217546,Left,Normal (170-185),30,184,79
219581,Right,Normal (185+),27,187,83
219733,Left,Normal (185+),27,197,92
219792,Right,Lean (170-185),26,183,73
219985,Right,Lean (185+),29,187,81
220883,Right,Normal (170-185),25,174,70
221697,Right,Normal (170-185),25,180,70
221832,Left,Normal (170-185),26,175,70
222493,Right,Lean (185+),25,192,81
222558,Right,Normal (170-185),26,184,80
222943,Left,Normal (170-185),29,179,71
223053,Left,Lean (170-),33,168,71
223273,Right,Lean (185+),26,188,82
224003,Right,Lean (185+),28,192,82
224069,Right,Lean (185+),28,185,74
224254,Right,Normal (170-185),25,174,78
224371,Left,Normal (170-185),24,175,70
225263,Right,Normal (185+),24,192,89
225341,Right,Lean (185+),27,185,72
225659,Right,Lean (185+),26,185,80
225711,Left,Normal (185+),25,187,79
225719,Left,Normal (185+),24,185,82
226766,Right,Normal (170-),25,165,58
226789,Right,Lean (170-185),24,183,71
227055,Right,Normal (170-185),26,173,74
227174,Right,Normal (170-185),23,179,74
227535,Right,Lean (185+),24,187,78
227678,Right,Lean (170-185),23,183,77
227890,Left,Normal (170-185),26,176,73
228336,Right,Lean (185+),25,187,77
228413,Right,Normal (185+),24,192,83
228881,Right,Normal (170-185),24,177,70
229909,Right,Normal (185+),29,190,80
230183,Left,Normal (185+),21,186,73
230206,Right,Normal (170-),33,169,66
230212,Left,Normal (170-185),21,182,79
230285,Right,Normal (185+),25,190,88
230360,Right,Normal (170-185),21,176,75
230385,Left,Normal (170-185),29,175,72
230406,Right,Lean (170-185),25,173,72
230426,Right,Normal (170-),21,170,60
230440,Right,Normal (185+),33,188,87
230442,Right,Stocky (185+),21,187,85
230460,Left,Normal (170-185),21,172,70
231340,Right,Normal (170-185),24,175,70
231352,Right,Lean (185+),23,196,87
231410,Right,Normal (170-185),21,171,59
231691,Right,Lean (185+),22,196,90
231887,Left,Normal (185+),24,185,74
232080,Left,Normal (170-185),24,175,70
232487,Right,Normal (170-185),28,178,76
233486,Right,Normal (185+),24,187,81
234060,Right,Lean (170-185),23,184,77
234835,Right,Lean (185+),26,190,78
235353,Right,Lean (185+),23,185,76
236045,Left,Normal (170-185),27,180,73
236355,Right,Lean (185+),24,187,80
236791,Left,Normal (185+),26,190,86
237678,Right,Normal (185+),22,194,95
238067,Left,Unique,21,190,79
238463,Right,Lean (170-185),23,175,72
238476,Left,Stocky (185+),22,196,90
238616,Left,Normal (170-185),21,172,62
239380,Right,Lean (170-185),22,179,69
239613,Left,Lean (170-185),24,183,75
239817,Right,Lean (185+),22,188,82
240699,Right,Normal (170-),24,167,65
240753,Right,Normal (170-185),21,180,72
241184,Left,Lean (170-185),24,184,78
241727,Right,Normal (185+),25,191,85
242187,Right,Lean (170-185),21,180,73
242201,Right,Lean (170-185),26,175,67
243238,Right,Normal (170-185),34,176,74
243559,Right,Lean (170-185),24,176,71
243630,Right,Normal (170-185),21,177,77
244193,Right,Stocky (170-185),23,176,72
244253,Right,Normal (185+),23,193,81
244467,Right,Lean (185+),26,193,81
244622,Right,Normal (170-185),23,177,69
245630,Right,Normal (170-185),22,176,69
246104,Right,Lean (185+),19,190,79
246147,Left,Lean (170-185),19,181,70
246430,Left,Normal (185+),21,190,75
246646,Right,Lean (170-185),21,174,63
246844,Left,Lean (170-185),25,174,64
248243,Left,Lean (170-185),18,182,68
248695,Right,Lean (185+),20,190,76
252145,Left,Normal (170-185),19,176,70
256630,Right,Normal (170-185),18,176,70
20775,Right,Normal (170-185),37,175,68
49000,Right,Normal (170-185),39,183,74
146748,Right,Lean (185+),39,196,89
146758,Right,Normal (170-185),36,180,74
154472,Right,Normal (185+),39,188,72
158963,Right,Normal (170-185),35,178,63
165109,Left,Normal (170-185),34,183,79
170370,Right,Normal (170-185),31,172,73
170597,Left,Lean (185+),33,188,74
172114,Right,Lean (170-185),35,178,73
172879,Right,Unique,33,186,82
173432,Left,Normal (185+),33,186,75
173521,Left,Normal (185+),34,189,77
173608,Right,Lean (185+),31,192,80
176600,Right,Stocky (170-185),34,172,70
177326,Right,Normal (170-),36,167,58
179605,Right,Normal (170-185),32,180,76
179789,Right,Normal (170-185),33,184,83
180714,Right,Lean (185+),35,195,95
180808,Right,Normal (170-185),34,182,78
181098,Right,Lean (170-185),37,180,72
181820,Right,Normal (170-185),31,183,79
183353,Right,Lean (170-185),33,184,72
183899,Left,Normal (170-),32,163,63
184703,Left,Normal (170-),35,166,68
184858,Right,Normal (185+),32,190,80
185221,Left,Normal (185+),33,187,78
185239,Right,Normal (185+),31,186,83
188044,Right,Lean (170-185),31,178,64
188081,Right,Normal (170-185),31,173,68
188103,Left,Normal (170-185),30,182,76
188988,Right,Normal (170-),28,167,59
189068,Right,Lean (185+),32,196,83
189250,Right,Normal (185+),31,186,86
189472,Right,Lean (185+),32,186,77
190143,Left,Lean (170-185),31,182,77
190149,Right,Lean (170-185),32,182,78
190432,Right,Normal (170-185),35,178,72
190577,Right,Normal (170-),33,168,68
190875,Right,Normal (185+),34,186,84
192342,Right,Stocky (170-185),28,183,92
192816,Left,Normal (185+),30,190,82
193254,Right,Normal (185+),34,189,82
193290,Right,Normal (170-185),30,177,73
193601,Right,Normal (185+),30,186,81
194022,Right,Normal (185+),30,186,80
194229,Right,Normal (170-185),30,173,69
194806,Right,Normal (185+),31,188,77
194932,Left,Normal (170-185),29,178,73
194958,Right,Normal (170-185),30,175,68
195093,Right,Normal (185+),29,189,91
195272,Right,Normal (170-185),29,180,71
195479,Right,Lean (185+),29,180,75
196147,Left,Lean (185+),35,192,83
197083,Right,Normal (170-185),33,182,80
197948,Right,Normal (185+),30,189,81
198118,Right,Normal (185+),30,188,77
198129,Left,Normal (170-185),32,174,74
198140,Right,Lean (185+),30,186,78
199005,Right,Normal (170-185),29,184,82
199069,Right,Stocky (170-185),29,184,82
199580,Right,Normal (185+),28,191,85
199641,Right,Normal (185+),29,190,88
200094,Right,Normal (170-185),28,184,78
200110,Right,Normal (185+),30,193,83
200215,Right,Normal (170-185),30,179,71
200536,Left,Normal (170-185),28,181,83
201315,Right,Normal (185+),30,188,86
201325,Right,Lean (185+),35,198,90
201377,Right,Normal (170-185),29,184,78
201454,Left,Normal (170-185),30,184,80
201505,Right,Normal (170-185),31,183,81
202282,Right,Normal (170-185),29,183,75
202371,Right,Normal (185+),29,191,90
202493,Right,Lean (170-185),31,177,70
202562,Left,Normal (170-185),28,175,80
202789,Right,Normal (185+),29,190,84
202851,Left,Lean (170-185),30,179,77
203177,Right,Lean (170-185),28,183,78
203487,Right,Normal (185+),27,188,83
203757,Left,Normal (170-185),30,184,80
204341,Right,Lean (185+),33,185,73
204876,Left,Lean (170-185),29,182,69
205186,Right,Lean (185+),29,196,90
206075,Right,Normal (185+),28,193,85
206493,Left,Normal (185+),33,190,83
206652,Right,Normal (185+),27,196,90
207421,Right,Normal (170-185),26,172,67
207664,Right,Stocky (170-185),34,181,77
207791,Right,Lean (185+),27,192,84
207948,Left,Lean (170-185),25,181,73
208004,Right,Normal (170-185),29,184,75
208250,Left,Normal (170-185),28,181,78
208777,Right,Normal (170-185),26,175,70
209440,Right,Lean (170-185),30,174,69
210282,Right,Normal (170-185),31,178,72
210617,Left,Lean (170-185),26,182,67
210864,Right,Normal (170-185),27,182,70
211147,Right,Lean (170-185),25,180,75
211320,Right,Lean (185+),26,190,84
211454,Right,Lean (170-185),28,181,74
211575,Right,Lean (185+),27,188,84
211784,Right,Normal (170-185),24,173,69
212067,Left,Lean (185+),32,187,82
212153,Right,Normal (185+),27,188,77
212245,Left,Normal (170-185),27,184,81
212491,Left,Normal (170-185),27,179,70
212501,Right,Normal (185+),26,189,88
212602,Right,Lean (185+),27,186,76
212623,Right,Lean (170-185),25,181,77
213013,Left,Normal (170-),27,170,60
213655,Right,Normal (185+),25,185,75
213761,Right,Stocky (170-185),30,180,82
214009,Right,Normal (170-185),28,177,75
214947,Right,Normal (185+),25,186,83
214977,Right,Normal (170-185),28,178,67
215057,Right,Normal (170-185),31,182,79
215071,Right,Normal (170-),33,170,69
215160,Left,Normal (170-185),27,184,84
215441,Right,Normal (185+),25,187,82
215502,Right,Normal (185+),23,188,74
216258,Right,Normal (185+),27,185,80
216435,Right,Normal (170-),26,170,64
216497,Right,Lean (170-185),27,183,79
217196,Left,Normal (185+),31,188,87
217877,Left,Lean (170-185),25,177,73
218659,Left,Normal (170-185),25,183,70
219145,Right,Normal (185+),27,193,83
219391,Right,Normal (170-185),28,182,76
219522,Right,Stocky (185+),28,186,83
219681,Left,Normal (170-185),27,176,70
220085,Left,Lean (170-185),25,181,74
220132,Right,Normal (170-185),29,176,69
220287,Right,Normal (185+),26,186,83
220421,Left,Normal (170-),27,168,67
220502,Right,Lean (170-185),26,177,63
220621,Right,Normal (170-185),25,172,67
221174,Right,Lean (170-185),28,179,69
222357,Right,Stocky (185+),24,187,88
222390,Right,Normal (170-),25,170,69
222400,Right,Normal (170-185),25,176,74
222509,Right,Lean (170-185),24,179,68
222515,Right,Normal (170-185),28,183,70
222709,Right,Normal (170-185),32,181,77
223550,Right,Normal (185+),27,189,80
223874,Right,Lean (170-185),26,172,70
223898,Left,Normal (185+),24,190,78
224221,Right,Normal (185+),25,192,90
224389,Left,Lean (170-185),24,175,68
224394,Right,Lean (170-185),27,180,72
224422,Right,Normal (170-185),24,174,72
224574,Right,Normal (170-),25,169,63
225014,Right,Lean (170-185),24,179,72
225024,Right,Lean (170-185),24,184,75
225126,Right,Lean (185+),26,185,73
225309,Right,Normal (170-185),24,180,77
225793,Right,Normal (170-185),23,183,79
225997,Right,Normal (170-185),27,179,70
226637,Left,Normal (170-185),25,180,75
227275,Right,Normal (185+),25,195,95
227476,Right,Normal (185+),30,187,82
227508,Right,Normal (170-185),27,183,77
227528,Right,Lean (170-185),30,178,73
227536,Right,Stocky (170-185),30,183,83
227927,Right,Lean (170-185),24,174,64
228295,Right,Lean (185+),25,189,75
228302,Left,Lean (170-185),25,184,73
228414,Left,Lean (170-185),25,175,74
229167,Right,Lean (170-185),25,177,73
229752,Right,Lean (170-185),24,184,77
229773,Left,Normal (185+),27,188,86
229942,Right,Normal (185+),23,190,86
229971,Right,Lean (170-185),25,182,75
230043,Left,Stocky (170-),22,170,73
230182,Right,Normal (170-185),21,183,77
230197,Right,Normal (170-185),33,175,71
230241,Left,Stocky (170-),29,165,62
230269,Left,Normal (170-185),25,174,71
230331,Right,Normal (170-185),37,177,77
230337,Left,Lean (170-185),33,175,68
230346,Right,Normal (170-185),25,176,72
230349,Left,Normal (170-185),29,179,77
230371,Right,Normal (170-185),25,178,75
230379,Right,Normal (185+),33,189,84
230384,Right,Normal (170-185),25,180,75
230402,Left,Stocky (170-185),21,178,78
230431,Right,Normal (185+),29,187,85
230717,Right,Lean (170-185),25,183,71
230899,Right,Lean (170-185),23,174,71
230965,Right,Normal (170-185),25,172,70
230977,Left,Lean (170-185),27,174,70
231102,Left,Normal (170-185),23,180,70
231318,Left,Normal (170-185),23,173,68
231521,Right,Lean (170-185),22,177,67
231554,Right,Normal (170-185),23,183,80
231628,Right,Normal (185+),24,191,87
231633,Right,Normal (185+),24,194,92
232104,Right,Normal (170-185),23,171,76
232144,Left,Lean (185+),23,193,89
232229,Right,Normal (185+),23,188,76
232440,Left,Normal (170-185),23,179,70
232862,Right,Normal (170-),26,165,67
232905,Right,Lean (170-185),28,176,66
232999,Right,Normal (170-185),22,175,72
233531,Right,Stocky (170-),24,158,55
234128,Left,Lean (170-185),25,175,70
234426,Left,Normal (185+),25,185,81
234468,Left,Lean (170-185),25,176,67
234568,Right,Lean (170-185),22,181,71
234678,Right,Normal (185+),24,185,79
234730,Right,Normal (170-185),24,175,75
234772,Right,Lean (170-185),30,175,64
234777,Right,Stocky (185+),26,191,86
234833,Left,Normal (185+),23,190,88
235173,Right,Normal (185+),23,191,77
235794,Right,Lean (170-185),23,178,67
235844,Right,Normal (185+),23,187,73
235889,Left,Normal (170-185),23,173,66
235945,Left,Lean (170-185),24,184,77
236403,Left,Normal (185+),21,192,80
236441,Right,Normal (170-),25,167,66
236477,Right,Lean (170-185),23,175,64
236496,Right,Lean (185+),22,185,68
236499,Right,Normal (170-185),23,175,66
236532,Right,Lean (185+),24,191,83
236593,Left,Lean (185+),22,187,68
236639,Right,Normal (185+),26,186,83
236772,Right,Normal (185+),20,186,74
236786,Right,Lean (170-185),24,184,73
237520,Right,Normal (170-185),24,182,75
238041,Left,Lean (170-),21,169,67
238160,Right,Lean (185+),23,190,86
238744,Right,Normal (170-185),22,183,84
238857,Right,Lean (170-185),26,177,69
238896,Right,Normal (170-185),24,175,66
239093,Right,Lean (170-185),28,178,67
239482,Right,Lean (170-185),23,179,62
239901,Right,Unique,23,200,90
240471,Right,Normal (170-),26,168,68
240690,Left,Lean (170-185),23,180,72
240702,Right,Normal (185+),25,191,79
240740,Right,Normal (170-185),20,178,79
241049,Right,Lean (170-185),24,174,70
241096,Right,Unique,21,181,79
241202,Right,Lean (170-185),22,183,71
241508,Right,Lean (170-185),20,180,71
241721,Right,Lean (185+),22,188,81
241771,Right,Normal (185+),32,185,80
242656,Left,Lean (185+),21,196,74
243015,Right,Normal (170-185),26,182,84
243282,Left,Lean (170-185),21,183,70
243388,Left,Normal (185+),23,187,79
243647,Right,Lean (185+),23,198,73
244263,Right,Normal (185+),27,192,83
244621,Left,Normal (185+),26,190,83
244892,Right,Lean (170-185),21,175,65
245037,Right,Lean (170-185),20,182,76
245155,Left,Normal (170-185),20,177,70
245158,Right,Normal (185+),23,185,74
245541,Right,Normal (185+),18,185,79
246172,Left,Normal (170-185),22,172,70
246186,Right,Stocky (185+),23,186,89
246242,Right,Normal (170-185),24,180,75
246420,Right,Normal (170-185),19,171,60
247030,Right,Normal (170-185),27,172,66
247257,Right,Normal (185+),22,185,73
251116,Right,Stocky (170-185),28,180,73
251412,Right,Stocky (170-185),25,174,79
252308,Right,Normal (185+),25,189,83
253109,Right,Normal (185+),22,185,75
253163,Right,Normal (185+),22,192,91
253727,Left,Normal (185+),24,189,84
254796,Left,Lean (170-185),19,182,70
2147,Right,Normal (185+),38,197,92
104389,Right,Normal (185+),36,190,86
134744,Right,Lean (185+),38,187,83
143121,Right,Lean (170-185),36,179,72
146296,Right,Normal (185+),34,187,82
146952,Left,Normal (185+),37,188,82
146963,Left,Normal (170-185),38,180,79
151508,Right,Normal (170-185),36,173,70
152554,Left,Lean (170-185),35,176,65
152916,Left,Normal (170-185),37,180,76
154950,Left,Lean (170-185),37,180,75
158625,Left,Normal (185+),37,189,91
162895,Right,Normal (170-),34,179,76
163264,Right,Normal (185+),35,188,85
163925,Left,Normal (170-185),38,180,75
164859,Right,Lean (170-185),32,176,68
167575,Left,Lean (185+),34,191,88
167959,Right,Normal (185+),34,188,81
168621,Right,Lean (170-185),32,182,67
169705,Left,Normal (170-185),31,179,85
169706,Right,Normal (170-185),32,184,75
170320,Right,Normal (185+),33,186,84
170719,Left,Lean (170-),33,161,57
170733,Right,Lean (170-185),34,179,65
172723,Right,Lean (185+),34,199,101
173208,Left,Lean (170-185),34,183,75
173474,Right,Normal (170-185),33,172,72
176526,Right,Normal (185+),37,188,81
176930,Right,Normal (170-),34,167,68
179765,Right,Stocky (170-185),32,178,80
181318,Right,Lean (185+),31,186,82
182495,Right,Lean (170-185),34,180,78
182945,Right,Lean (170-185),33,175,70
183130,Right,Lean (170-185),31,175,74
183569,Right,Normal (185+),32,191,90
184190,Left,Lean (185+),33,193,84
184826,Right,Normal (170-185),32,175,69
186098,Right,Normal (170-185),33,183,86
186156,Right,Lean (185+),29,185,72
186190,Left,Lean (170-185),30,176,67
186200,Right,Lean (170-185),30,180,73
186537,Right,Normal (185+),34,186,76
186627,Right,Normal (185+),30,190,94
187491,Right,Lean (185+),31,186,83
187735,Right,Normal (170-185),31,179,75
188955,Right,Normal (170-185),31,178,80
189060,Right,Normal (185+),30,186,84
189156,Right,Normal (170-185),32,183,84
189251,Right,Lean (170-185),31,180,74
189454,Right,Lean (170-185),35,174,67
189712,Left,Normal (185+),31,186,78
190362,Right,Normal (170-185),31,180,80
190765,Right,Lean (170-185),30,181,78
191627,Right,Normal (170-185),27,178,72
192041,Right,Normal (185+),29,188,87
192641,Right,Normal (185+),29,194,87
192665,Right,Normal (185+),34,195,85
193116,Right,Lean (185+),32,187,76
193331,Right,Normal (185+),30,190,88
193352,Left,Normal (170-185),28,182,77
193683,Left,Lean (170-185),30,178,66
193881,Right,Lean (170-185),29,181,75
194794,Left,Lean (185+),31,190,83
194845,Right,Stocky (170-185),30,176,82
195668,Right,Normal (185+),31,195,90
198006,Right,Normal (170-185),32,178,74
198368,Right,Lean (170-185),33,184,78
198581,Left,Normal (170-185),33,184,84
198719,Right,Lean (170-185),27,173,69
199393,Left,Normal (185+),33,189,89
199561,Right,Normal (170-185),34,175,73
199575,Right,Lean (170-185),32,180,76
199577,Right,Normal (185+),29,185,76
199633,Right,Normal (170-185),32,181,78
199745,Right,Stocky (170-185),29,184,82
199767,Right,Normal (185+),28,186,82
199813,Right,Normal (170-185),29,183,82
200316,Left,Normal (185+),28,192,90
200529,Right,Normal (185+),31,187,85
200677,Right,Normal (185+),30,186,78
201118,Right,Normal (170-185),29,172,67
201144,Right,Lean (185+),32,186,80
201262,Right,Lean (170-185),30,172,67
